Text,label
"تعسر طلب اخلاء طرف 
التطبيق لايقبل رفع طلب 
تم الذهاب للفرع يوم الخميس كتبت نموذج اخلاء طرف 
ولم يرفع الا اليوم الاحد 
موضوعي مهم جداً انا بحاجة ماسة لخطاب اخلاء طرف ياليت المعاملة تكون مثل يوم اطلب قرض",Negative
للتنبيه بس الصورة اللي عارضينها للهايلاندر ٢٠٢٤ اسمها (جراند هايلاندر) وتويوتا ما نزلوها السنه هذي حسب إعلانهم ولا في موقعهم الرسمي .. وياليت تفعلون خدمة التفويض المحلي والخارجي في الأونلاين وتقبلوا تحياتي,Negative
جاني رساله بايقاف خدمات وصدور حكم من محكمة التنفيذ بمبلغ ٢٦ الف ودياده لمصرف الانماء وبالرغم من عدم استخدام الحساب من حوالي عام ياليت اعرف السبب حاولت اتواصل مع المصرف ما نفع بسبب هوية العميل ماعندي رقم سري,Negative
السلام عليكم انا جددت استمارة السياره في تاريخ ٢٠٢٤/٣/١٣ بعد ماجددتها طلع لي تاريخ الانتهاء ٢٠٢٤/٩/١١ يعني المدة ٦ اشهر فقط؟ مع العلم تم سداد ٣٠٠ ريال غرامة تأخير + ٣٠٠ ريال رسوم التجديد وش الحل في الحالة ذي؟,Negative
"النسبة٥:٩١٪ وتقلون عروضنا ماتخلص تسوقونها انتم الفرنسي والرياض نزلو قبل
شهر ٣:٩٩ والانماء مدري البلاد لو بتحول يعطونك السيارة ٣:٢٠ وانتم شعره وتصير ٦ وتقلون عروض🤣😂عادي حطوب٣٠ بكيفكم بس اتركو الضحك وتقلون عروض",Negative
"#محفول مكفول وفي الاخير صدقني راح تدور كفيل يسدد ديونك بسبب عدم مصداقيتهم 
عروضهم كذب 
يورطونك بعدين يماطلونك ويعاملونك معاملة سيئة 
مثل وضعي معاهم من الشهر الماضي يماطلون ونكبوني في شهر رمضان ولا يهتمون اصلاً",Negative
مبلغ يتم حجزه يومين لو عندي تاخير في سداد الاقساط لكم عذر لاكن حجزه ايش رايح يكون المبرر لو فيه طيريقه اقدر اغير البنك افيدوني فيها لاكن انتم عارفين اني مجبرو عليكم عشان اخذت منكم قرض عقاري تلعبون فيني ع كيفكم,Negative
الاعزاء مصرف الراجحي.كيف يتم انهاء العقد بدون مايرجع الاقساط المتاخره باقي نصف المبلغ وعند دخولي لابشر. المركبةلازالت باسمي موجوده ؟ استفساري حسب كلامكم الاقساط ترجع ولاعليك خلاف ويوم جاء الوقت اختلف الوضع كلياً,Negative
"السلام عليكم 

 امانه شوفو موضوعي بسرعه😭 عندي متاخرات بالتمويل العقاري فقط ٦ اقساط وليا فتره منتظم بالسداد وفجاه احصل البيت رساله ع البيت بالرهن مع اني منتظم بالسداد من فتره وطلبت جدوله عشان تقاعدت طبي **** يتبع",Negative
ايش الي بيحصل في البنك اليوم فتحت بالصدفة اكتشف انه تم إصدار بطاقة ائتمانية للتسوق بدون علمي وبياناتها غير مطابقة لبياناتي لا رقم الهاتف ولا تاريخ الالتحاق بالعمل وتم الاتصال وإلغاء البطاقة لكن الموضوع يخوف ويقلق,Negative
زحمة كوبري طريق الشيخ جابر مسؤولية من؟ لماذا لايتم ربط طريق الصحابه وطريق الشيخ حسن بن حسين من الجنوب للشمال لكي يقطع طريق الدمام لتخفيف الزحمه على كوبري طريق الشيخ جابر اغلب الزحمه هم من يبغى يرجع من تحت الكبري .,Negative
"حسبي الله عليك من بنك
الطلب رقم 45601502
تجاوز المده النظاميه والوقت المعياري مرفوع من تاريخ ٥ فبراير
اخذت تمويل عقاري وسحبتو على الضمان (عندي هبوط فالارضيه وتصدعات فالجدران ماباقي الا ينهار البيت وحنا ننتظر ردكم )",Negative
"للأسف الادارة متبلده ولا يوجد اهتمام بالعميل والفرع متسيب لا احترام ولا اهتمام على قدر الشكاوي
الدجاج بالفعل ني ويوجد دم 
الموظفين البنغاله متسيبين ولا يتم الالتزام بالانظمه في نظام العمل السعودي
نسبة السعودة ضعيفة!",Negative
"السلام عليكم 
عندي رخصة القيادة مدتها 10 سنوات تاريخ الاصدار 
12/06/1432
لكن تاريخ الانتهاء يتعد العشر سنوات 
تنتهي بتاريخ 12/06/ 1452 
اوبر تطلب مني اتحديث لكن ابشر يقول لبد يبقي علي تاريخ الانتهاء180 ماهو الحل الان",Neutral
"السلام عليكم ورحمة الله وبركاته
هل هناك رسوم لاستخدام بطاقة الصراف وللبنك حق في تغييرها دون إشعار العميل؟ الموظفة قالت يقصد وانت خارج السعودية مع أن بطاقة الصراف لاتعمل الا في السعودية حدث ذلك معي في فرع الأهلي اليوم",Negative
"انتم كذابين لم تحلو موضوعي تماطلون عشان ما تعطوني العرض وتجبروني اخذ بالنسبة الجديدة 
ليه تماطلون حتى انتهت عروض يوم التأسيس !؟ 
بأي وجه حق!؟ 
هل هذا حق انكم تماطلون شهر عشان تنتهي العروض !؟
هل من حقكم الي قاعد يسير !؟",Negative
شوري.طع شوري إللي ما يعرفهم لا زال انحش عنهم الله يسهل عليك من غيرهم من تجربة كل حقهم عندهم ولا هللة ويتم نقل ملكية الموتر سنة رايح جاي هنا في الرياض والادارة والاوامر ي بوية تجي من هناك ي بوية من جدة وأنت تمرمط رايح جاي.,Negative
سمعناها كثير منكم وخدمتك صراحه سيئة حتى الشكوى ماتنفع عندكم لدرجة انا وصلت مرحلة يئس من هالبنك ومانبي الا السلامة منكم يعني هل يعقل ان اذا قدمت طلب على شي يجلس ١٥ يوم ولا يخلص ولا يجيك اي افادة فيه لو قرض عقاري خلص ههههههه,Negative
"لي ثلاث شهور مسترجع طلبيه وحتى الان فلوسي مارحعت للحساب البنكي ! الله لايوفقكم 
كيف اعرف السجل التجاري تبعهم بالسعودية ؟ الي عنده خلفيه يفيدني بقدم شكوى في وزاره التجاره 
وياليت الجميع يقاطعهم ولا يطلب منهم حتى تسترجع فلوسنا",Negative
"مقدم طلب منذ اكثر من 3 شهور والحين عندما نزلت يقولون اللون غير متوفر !!! استغرب جدا هل خلق هذه الندرة في الالوان اسلوب من أساليب التسويق !!! 
السيارة توها نازلة كيف ما تتوفر كل الالوان !!!
احتاج اتواصل مع قسم الشكاوي لو سمحتم",Negative
"ودي نسوي هاشتاق 
كل واحد يذكر معاناته مع البنك الاهلي عشان 
غيرنا يعتبر وممكن نكون سبب في تعديل البنك وضعه من ناحية خدمة العملاء والمصداقية 
يقدم عروض تفتقد المصداقية 
وفي الاخير نتضرر من تعاملهم 
هذي نهاية الي يحول راتبه عليهم",Negative
or السلام عليكم انا مجدد رخصتي من تاريخ 16/02/2024 ولكن الى الان ما وصلتني الرخصة، مع العلم طالب توصيلها الى موقعي وتم سداد تكاليف التوصيل الى سبل، بتوكلنا ظاهر عندي ان الرخصة مجددة ولكن لم تصلني الى الان ماهي الآلية المتبعة الان,Negative
